AISLE,IG,HTS,PLANNING,ABC,UOM,CAT,COSTX,QTYVAR,PESO,LARGO,ALTO,ANCHO,CONTRPERC,Cluster Labels
37,IG64,HTS15,1/1,C,BX,CAT14,0.18528415819627125,-0.0143793321393568,-0.14041563434272808,-0.7554588623204602,0.8222745031285699,0.6765558751546065,-0.21609228763062732,1
37,IG64,HTS15,1/1,A,BX,CAT14,0.7697281849949174,0.017256597607475624,0.09745175671759383,-0.709712050749296,1.4771758886355737,1.3982494156784548,0.20829833546356755,1
37,IG64,HTS15,1/1,A,BX,CAT14,2.2510657577516655,-0.009106677181551396,0.09745175671759383,-0.709712050749296,1.4771758886355737,1.3982494156784548,0.20829833546356755,1
37,IG64,HTS15,1/1,A,BX,CAT14,-2.192946981284664,-0.11455977633765947,0.09745175671759383,-0.709712050749296,1.4771758886355737,1.3982494156784548,0.20829833546356755,1
37,IG67,HTS117,1/1,A,BX,CAT14,-0.05676924806039721,-0.03725210934631664,0.09745175671759383,-0.7783322681060423,0.49482381037506795,0.07514459138473294,0.30260736281783307,1
37,IG67,HTS117,1/1,C,BX,CAT14,-0.10808072704907618,-0.1409230511266865,0.5462581549446163,-0.732585456534878,0.7131242722107359,0.3157091048926824,-0.21609228763062732,1
37,IG67,HTS117,1/1,A,BX,CAT14,0.13837573287993812,-0.03307616661973477,0.2545339960970517,-0.71733651934449,-0.16007757513193588,0.3157091048926824,-0.027474232922096255,1
37,IG67,HTS120,1/1,A,BX,CAT14,0.26550939883281843,-0.03269653546277278,-0.26159336186402415,-0.8317035482724005,-0.16007757513193588,-0.04513766536924177,0.23187559230213395,0
37,IG14,HTS15,1/1,C,BX,CAT8,0.04955667658101162,0.017256597607475624,-0.26159336186402415,-0.7707077995108482,0.6039740412929019,0.4359913616466571,-0.21609228763062732,1
37,IG14,HTS15,1/1,A,BX,CAT8,0.2569449048818179,-0.021086149245685273,-0.2728135218196997,-0.7707077995108482,0.6039740412929019,0.4359913616466571,-0.19251503079206095,1
37,IG67,HTS161,1/1,B,BX,CAT14,0.8594679471843543,-0.026917705629018053,0.860422633703532,-0.709712050749296,1.3680256577177397,0.5562736184006318,-0.21609228763062732,1
37,IG39,HTS16,1/1,A,BX,CAT15,0.661579911838101,0.38634244465385387,0.22423956421672764,-0.694463113558908,1.6954763504712416,1.6388139291864041,-0.14536051711492817,1
37,IG39,HTS16,1/1,A,BX,CAT15,-0.9197213971733991,-0.057288198185977184,0.22423956421672764,-0.694463113558908,1.6954763504712416,1.6388139291864041,-0.14536051711492817,1
37,IG16,HTS16,1/1,A,BX,CAT12,-0.12867819098843616,-0.04718579128682202,0.23209367618570056,-0.6868386449637139,1.8046265813890758,4.645870348035772,-0.14536051711492817,1
37,IG69,HTS76,1/1,B,BX,CAT14,-0.18760625446685025,-0.040879695957286764,0.14233239654029609,-0.705899816451699,1.5317510040944906,1.458390544055442,-0.21609228763062732,1
37,IG69,HTS76,1/1,A,BX,CAT14,0.1604479833776614,-0.022288314576064908,0.27697431600840283,-0.705899816451699,1.5317510040944906,1.458390544055442,0.1375665649478684,1
37,IG64,HTS15,1/1,C,BX,CAT14,-0.2828332260706039,-0.08819650154863246,0.3824438195917531,-0.709712050749296,3.2235795833209173,1.3982494156784548,-0.21609228763062732,1
37,IG64,HTS15,1/1,A,BX,CAT14,0.7790978631080996,0.0910737670167513,0.4116162354765095,-0.709712050749296,3.3327298142387516,1.3982494156784548,2.2359424235802763,1
37,IG64,HTS15,1/1,A,BX,CAT14,-0.8459854956591832,-0.06183322675960544,0.4116162354765095,-0.709712050749296,3.3327298142387516,1.3982494156784548,2.2359424235802763,1
37,IG67,HTS76,1/1,A,BX,CAT14,-0.03650491364932213,-0.03609212525559946,0.27697431600840283,-0.7554588623204602,0.440248694916151,0.6765558751546065,0.04325753759360289,1
4,IG30,HTS37,1/1,A,YD,CAT12,-0.7102562073945683,-0.058406001037031925,-0.28512652535505806,0.6082535906159438,0.48172578266492794,0.3012752340822055,-0.027474232922096255,1
4,IG30,HTS37,1/1,A,YD,CAT12,0.39871718604753553,0.12413331360219117,-0.28512652535505806,0.6082535906159438,0.48172578266492794,0.3012752340822055,-0.027474232922096255,1
38,IG25,HTS48,1/1,A,BG,CAT7,-0.12452927265876268,-0.049347579819522244,-0.3064740016867264,-0.7249609879396841,-0.7058287297211058,-0.5262666923851407,-0.19251503079206095,0
38,IG25,HTS48,1/1,A,BG,CAT7,-0.06193632751535483,-0.12334401949736329,-0.3064740016867264,-0.7249609879396841,-0.7058287297211058,-0.5262666923851407,-0.19251503079206095,0
38,IG25,HTS48,1/1,C,BG,CAT7,0.05344263398208074,-0.009106677181551396,-0.29525384173105085,-0.732585456534878,-0.4875282678854378,-0.7668312058930901,-0.21609228763062732,0
38,IG25,HTS48,2/0,C,BG,CAT7,0.003213857109454457,-0.04357929529568313,-0.29525384173105085,-0.732585456534878,-0.4875282678854378,-0.7668312058930901,-0.21609228763062732,0
37,IG28,HTS2,2/0,C,EA,CAT8,0.008402824017523429,-0.04865158936509193,-0.3064740016867264,-0.8545769540579825,0.6039740412929019,-0.8871134626470648,-0.21609228763062732,0
38,IG26,HTS56,1/1,A,BX,CAT7,0.0004250134871128815,-0.037231018726485425,-0.23915304195267303,-0.694463113558908,-0.4875282678854378,1.3982494156784548,0.5383799312034969,1
38,IG22,HTS48,1/1,C,RL,CAT7,-0.06606539346820248,-0.04922103610053491,-0.26159336186402415,-0.7935812052964303,-0.26922780604976987,0.07514459138473294,-0.19251503079206095,0
38,IG22,HTS48,1/1,C,RL,CAT7,-0.0026488654117053432,-0.04357929529568313,-0.26159336186402415,-0.7935812052964303,-0.26922780604976987,0.07514459138473294,-0.21609228763062732,0
38,IG26,HTS56,2/0,C,BX,CAT7,-0.05192153021967056,-0.06183322675960544,-0.28403368177537525,-0.694463113558908,-0.7058287297211058,1.1576849021705053,-0.21609228763062732,0
38,IG41,HTS48,1/1,B,BX,CAT7,-0.15819026506424005,-0.09572585282837859,-0.3136549040583588,-0.694463113558908,-0.4875282678854378,1.3982494156784548,-0.21609228763062732,1
38,IG25,HTS48,1/1,A,BG,CAT7,0.08365683014246514,-0.029923118954967135,-0.3064740016867264,-0.7249609879396841,-0.7058287297211058,-0.5262666923851407,-0.19251503079206095,0
9,IG14,HTS15,1/1,A,BX,CAT8,-0.004552097826419098,-0.1409230511266865,-0.27393553781526725,-0.7707077995108482,0.6039740412929019,0.4359913616466571,-0.027474232922096255,1
11,IG14,HTS15,1/1,A,BX,CAT8,-0.0381635631202546,-0.1409230511266865,-0.27393553781526725,-0.7707077995108482,0.6039740412929019,0.4359913616466571,-0.027474232922096255,1
99,IG14,HTS15,1/1,A,BX,CAT8,-0.004552097826419098,-0.036229214284502397,-0.27393553781526725,-0.7707077995108482,0.6039740412929019,0.4359913616466571,-0.027474232922096255,1
0,IG14,HTS15,1/1,A,BX,CAT8,-0.004552097826419098,-0.1409230511266865,-0.27393553781526725,-0.7707077995108482,0.6039740412929019,0.4359913616466571,-0.027474232922096255,1
10,IG36,HTS47,1/1,B,BX,CAT8,-0.1731923490548838,-0.1409230511266865,-0.23915304195267303,-0.7630833309156542,0.7131242722107359,0.5562736184006318,-0.21609228763062732,1
7,IG22,HTS48,2/0,C,RL,CAT7,-0.16119017516990589,-0.09299461756023539,-0.26159336186402415,-0.7935812052964303,-0.26922780604976987,0.07514459138473294,-0.21609228763062732,0
8,IG22,HTS48,2/0,C,RL,CAT7,0.18760067722561694,0.017256597607475624,-0.26159336186402415,-0.7935812052964303,-0.26922780604976987,0.07514459138473294,-0.21609228763062732,0
9,IG22,HTS48,2/0,C,RL,CAT7,-0.12948190075861504,-0.08819650154863246,-0.26159336186402415,-0.7935812052964303,-0.26922780604976987,0.07514459138473294,-0.21609228763062732,0
11,IG64,HTS15,1/1,A,BX,CAT14,-1.2091569861992302,-0.1409230511266865,0.2994146359197539,-0.6487163019877438,1.9137768123069099,1.3982494156784548,0.7741524995891607,1
11,IG64,HTS15,1/1,A,BX,CAT14,2.815046220324103,0.9136079404343943,0.2994146359197539,-0.6487163019877438,1.9137768123069099,1.3982494156784548,0.7741524995891607,1
37,IG64,HTS15,1/1,A,BX,CAT14,-2.2925963190193914,-0.07312725367922461,0.2994146359197539,-0.6487163019877438,1.9137768123069099,1.3982494156784548,0.7741524995891607,1
37,IG64,HTS15,1/1,A,BX,CAT14,0.49339053383729625,-0.016857479969525344,0.2994146359197539,-0.6487163019877438,1.9137768123069099,1.3982494156784548,0.7741524995891607,1
37,IG64,HTS15,1/1,A,BX,CAT14,-0.28049469499163954,-0.07765119163302164,0.2994146359197539,-0.6487163019877438,1.9137768123069099,1.3982494156784548,0.7741524995891607,1
11,IG64,HTS15,1/1,A,BX,CAT14,-0.08193265483928089,-0.03762119519336302,-0.059630482661864034,-0.6487163019877438,0.49482381037506795,1.3982494156784548,-0.07462874659922902,1
8,IG64,HTS15,1/1,A,BX,CAT14,-1.1024855346770626,-0.06250812659420453,0.07501143680624271,-0.709712050749296,0.8222745031285699,0.6765558751546065,0.23187559230213395,1
37,IG64,HTS15,1/1,A,BX,CAT14,0.9342953348683856,-0.005342001541678338,0.07501143680624271,-0.709712050749296,0.8222745031285699,0.6765558751546065,0.23187559230213395,1
37,IG67,HTS115,1/1,A,EA,CAT14,-0.33349088488735606,-0.057351470045470844,-0.3266702896069424,-0.8469524854627886,-1.0878545379335247,-1.428383618039951,-0.19251503079206095,0
16,IG67,HTS117,1/1,B,BX,CAT14,-0.5129623104932569,-0.04425419513028222,0.3891759155651584,-0.732585456534878,0.7131242722107359,0.3157091048926824,-0.19251503079206095,1
10,IG14,HTS17,1/1,A,BX,CAT8,-0.029092937390617513,-0.1409230511266865,-0.23915304195267303,-0.7554588623204602,0.8222745031285699,0.6765558751546065,-0.19251503079206095,1
12,IG54,HTS119,1/1,A,PR,CAT16,0.046057965124553936,-0.030566382859819392,-0.31545012965126684,-0.6334673647973558,-0.9241291915567738,-1.0073957194010394,-0.027474232922096255,0
14,IG54,HTS119,1/1,A,PR,CAT16,0.4540238105098258,0.31603686344647663,-0.31545012965126684,-0.6334673647973558,-0.9241291915567738,-1.0073957194010394,-0.027474232922096255,0
17,IG54,HTS119,1/1,A,PR,CAT16,-0.3959050340428239,-0.04718579128682202,-0.31545012965126684,-0.6334673647973558,-0.9241291915567738,-1.0073957194010394,-0.027474232922096255,0
17,IG54,HTS119,1/1,A,PR,CAT16,0.012060811342447951,-0.03635575800348973,-0.31545012965126684,-0.6334673647973558,-0.9241291915567738,-1.0073957194010394,-0.027474232922096255,0
16,IG51,HTS119,1/1,A,PC,CAT16,0.15689050390193895,-0.03250671988429178,-0.32330424162023974,-0.8698258912483706,-0.7058287297211058,-0.7668312058930901,-0.19251503079206095,0
4,IG31,HTS55,1/1,A,YD,CAT12,0.27633920264867456,-0.02990202833513591,-0.2583529796688251,0.7846837939087334,0.49482381037506795,0.3157091048926824,-0.16893777395349455,1
22,IG45,HTS24,1/1,A,BX,CAT17,-0.12900870399006828,-0.07061746991930924,-0.32038700003176407,2.0350966435205544,-0.9241291915567738,-1.0073957194010394,-0.19251503079206095,2
22,IG45,HTS24,1/1,A,BX,CAT17,-0.12900870399006828,-0.04505563868386864,-0.32038700003176407,2.0350966435205544,-0.9241291915567738,-1.0073957194010394,-0.19251503079206095,2
21,IG7,HTS95,1/1,A,BX,CAT8,-0.4757789125288549,-0.06559790239947849,1.3541096717532568,2.050345580710942,-0.7058287297211058,-0.2857021788771912,-0.19251503079206095,2
21,IG7,HTS95,1/1,A,BX,CAT8,0.28147853861467886,0.06998314718552967,1.3541096717532568,2.050345580710942,-0.7058287297211058,-0.2857021788771912,-0.19251503079206095,2
22,IG7,HTS95,1/1,A,BX,CAT8,-0.223359762147677,-0.1409230511266865,1.3541096717532568,2.050345580710942,-0.7058287297211058,-0.2857021788771912,-0.19251503079206095,2
2,IG38,HTS61,1/1,A,SQFT,CAT8,0.03156363266714134,-0.03536449887142231,-0.32756790240339645,1.3641434071434797,-0.4875282678854378,1.1576849021705053,-0.19251503079206095,2
8,IG16,HTS9,1/1,A,RL,CAT12,-0.6829683886344727,-0.06742224101487918,-0.25598328188618635,-0.7859567367012363,-0.4329531524265208,0.19542684813870764,0.019680280755036517,0
9,IG16,HTS9,1/1,A,RL,CAT12,0.3850732662844455,-0.024249742220368516,-0.25598328188618635,-0.7859567367012363,-0.4329531524265208,0.19542684813870764,0.019680280755036517,0
15,IG45,HTS24,1/1,A,BG,CAT17,0.0059212561482071225,-0.1409230511266865,-0.31993819363353704,-0.7668955652132512,-0.4875282678854378,0.1352857197617203,-0.16893777395349455,0
16,IG45,HTS24,1/1,A,BG,CAT17,0.4378330343076073,0.019682018888066106,-0.31993819363353704,-0.7668955652132512,-0.4875282678854378,0.1352857197617203,-0.16893777395349455,0
7,IG18,HTS15,1/1,A,BX,CAT3,0.8501606503891479,0.5972486429660702,-0.14939176230726853,-0.709712050749296,1.4771758886355737,1.3982494156784548,-0.19251503079206095,1
8,IG18,HTS15,1/1,A,BX,CAT3,-0.3814912324612802,-0.1409230511266865,-0.14939176230726853,-0.709712050749296,1.4771758886355737,1.3982494156784548,-0.19251503079206095,1
9,IG18,HTS15,1/1,A,BX,CAT3,-0.3814912324612802,-0.1409230511266865,-0.14939176230726853,-0.709712050749296,1.4771758886355737,1.3982494156784548,-0.19251503079206095,1
11,IG51,HTS119,1/1,A,PC,CAT16,-0.30896969003913805,-0.03751574209420691,-0.32756790240339645,-0.8469524854627886,-0.9787043070156907,-1.1878191045320015,-0.05105148976066263,0
13,IG46,HTS119,1/1,A,BX,CAT17,0.10344570428177792,-0.03212708872732979,-0.31975867107424627,-0.8240790796772064,-0.7058287297211058,-0.7066900775161027,-0.12178326027636178,0
13,IG46,HTS119,1/1,A,BX,CAT17,0.04199613975346584,-0.03472123496657005,-0.31975867107424627,-0.8240790796772064,-0.7058287297211058,-0.7066900775161027,-0.12178326027636178,0
9,IG14,HTS15,1/1,A,BX,CAT8,-0.45485228538335837,-0.127741413732173,-0.26159336186402415,-0.7440221594276691,1.0405749649642377,0.8569792602855686,0.06683479443216926,1
7,IG14,HTS15,1/1,A,BX,CAT8,-0.16625550081058874,-0.1409230511266865,-0.31769416164240194,-0.8317035482724005,-0.26922780604976987,-0.5262666923851407,-0.19251503079206095,0
8,IG14,HTS15,1/1,A,BX,CAT8,0.22437427727759066,-0.022562492633870786,-0.31769416164240194,-0.8317035482724005,-0.26922780604976987,-0.5262666923851407,-0.19251503079206095,0
8,IG14,HTS9,1/1,A,RL,CAT8,-0.4659311576172577,-0.04117496463492387,-0.14939176230726853,-0.709712050749296,1.4771758886355737,-1.0073957194010394,-0.0038969760835298856,0
2,IG38,HTS61,1/1,C,SQFT,CAT8,-0.247964228994924,-0.1409230511266865,0.23209367618570056,1.3641434071434797,-0.26922780604976987,1.3982494156784548,-0.19251503079206095,2
7,IG39,HTS15,1/1,B,BX,CAT9,-0.03889826719148757,-0.05053919983998626,-0.17183208221861965,-0.7707077995108482,0.6039740412929019,0.4359913616466571,-0.19251503079206095,1
16,IG47,HTS119,1/1,B,PC,CAT17,0.032412591735545705,-0.03269653546277278,-0.3136549040583588,-0.8126423767844154,-0.9241291915567738,-0.40598443563116593,-0.19251503079206095,0
17,IG47,HTS119,1/1,B,PC,CAT17,0.04582536421155563,-0.0348688693053886,-0.3136549040583588,-0.8126423767844154,-0.9241291915567738,-0.40598443563116593,-0.19251503079206095,0
10,IG14,HTS15,1/1,A,BX,CAT8,-0.014625330884015455,-0.03887608707332071,-0.2167127220413219,-0.7554588623204602,0.8222745031285699,0.6765558751546065,-0.16893777395349455,1
7,IG14,HTS119,1/0,A,BX,CAT8,-0.3423798073772168,-0.05439878326909981,-0.22793288199699746,-0.8164546110820124,-0.7058287297211058,-0.5262666923851407,-0.14536051711492817,0
7,IG14,HTS119,1/0,A,BX,CAT8,0.6658122890615643,-0.004972915694631958,-0.22793288199699746,-0.8164546110820124,-0.7058287297211058,-0.5262666923851407,-0.14536051711492817,0
24,IG7,HTS95,1/1,A,BX,CAT8,-0.21314145722344321,-0.038401548127118226,1.21946775228515,1.3183965955723156,-0.4875282678854378,0.5562736184006318,-0.19251503079206095,2
7,IG14,HTS17,1/1,A,BX,CAT8,-0.08600758360971743,-0.04584653692753945,-0.28403368177537525,-0.8012056738916243,0.2765233485394,-0.04513766536924177,-0.16893777395349455,0
7,IG14,HTS119,1/1,A,BX,CAT8,0.2821361797461622,-0.03245399333471373,0.11091594866440453,-0.6334673647973558,0.38567357945723396,1.3982494156784548,-0.0038969760835298856,1
10,IG14,HTS119,1/1,A,BX,CAT8,-0.22401740327916028,-0.03910808389146415,0.11091594866440453,-0.6334673647973558,0.38567357945723396,1.3982494156784548,-0.0038969760835298856,1
0,IG14,HTS119,1/1,A,BX,CAT8,-0.47709419479182147,-0.1409230511266865,0.11091594866440453,-0.6334673647973558,0.38567357945723396,1.3982494156784548,-0.0038969760835298856,1
10,IG14,HTS148,1/1,A,BX,CAT8,-0.33753150808612287,-0.04357929529568313,-0.1269514423959174,-0.7630833309156542,0.5166538565586347,0.5562736184006318,-0.027474232922096255,1
11,IG14,HTS148,1/1,A,BX,CAT8,0.2123548467763551,-0.0003224340218475953,-0.1269514423959174,-0.7630833309156542,0.5166538565586347,0.5562736184006318,-0.027474232922096255,1
9,IG14,HTS15,1/1,C,BG,CAT8,0.08839963772406605,-0.0003224340218475953,-0.3019859377044562,-0.7554588623204602,0.8222745031285699,-1.0073957194010394,-0.21609228763062732,0
8,IG13,HTS15,1/1,C,BX,CAT3,-0.10428624425043165,-0.10577553317795568,-0.2167127220413219,-0.7402099251300721,-0.050927344214101916,0.917120388662556,-0.21609228763062732,1
9,IG13,HTS15,1/1,A,BG,CAT3,0.046350808448819836,-0.025884265257288194,-0.08880289854662052,-0.709712050749296,-0.26922780604976987,0.917120388662556,-0.0982060034377954,1
28,IG61,HTS6,1/1,A,BX,CAT14,-0.6341893544222473,-0.05365006626509145,1.042189224985476,2.0350966435205544,0.16737311762156604,-0.04513766536924177,1.8115518004860816,2
28,IG61,HTS6,1/1,A,BX,CAT14,0.2943588894490172,-0.027655877323110808,1.042189224985476,2.0350966435205544,0.16737311762156604,-0.04513766536924177,1.8115518004860816,2
32,IG61,HTS6,1/1,A,BX,CAT14,-0.12194381206846334,-0.1409230511266865,1.2307776735204707,-0.7935812052964303,0.2765233485394,0.07514459138473294,-0.12178326027636178,1
9,IG13,HTS119,1/1,B,BX,CAT3,0.13425638545465798,-0.0143793321393568,0.9178698526765909,-0.732585456534878,0.9859998495053208,1.7590961859403789,-0.21609228763062732,1
1,IG26,HTS56,1/1,C,BX,CAT7,-0.2286499014196535,-0.1409230511266865,-0.23915304195267303,-0.694463113558908,-0.4875282678854378,1.3982494156784548,-0.21609228763062732,1
7,IG26,HTS56,1/1,C,BX,CAT7,0.0004250134871128815,-0.1409230511266865,-0.23915304195267303,-0.694463113558908,-0.4875282678854378,1.3982494156784548,-0.21609228763062732,1
12,IG51,HTS119,1/1,B,PC,CAT16,0.13903823327520515,-0.032264177756232734,-0.3244262576158073,-0.8774503598435647,-0.5966784988032718,-0.6465489491391153,-0.21609228763062732,0
13,IG51,HTS119,1/1,B,PC,CAT16,-0.014467965495326833,-0.07413960343112326,-0.328689918398964,-0.8698258912483706,-0.9241291915567738,-1.247960232908989,-0.19251503079206095,0
2,IG46,HTS119,1/1,A,PC,CAT17,0.10474507972398225,-0.030671835958975498,-0.2822384561824672,0.07560821455568886,-0.4329531524265208,-0.7668312058930901,-0.19251503079206095,0
17,IG46,HTS119,1/1,A,PC,CAT17,0.19935220447012614,0.4390689942319079,-0.2822384561824672,0.07560821455568886,-0.4329531524265208,-0.7668312058930901,-0.19251503079206095,0
12,IG46,HTS119,1/1,B,PC,CAT17,0.045207884687584104,-0.032970713520578655,-0.3244262576158073,-0.8088301424868184,-0.9241291915567738,-0.8871134626470648,-0.19251503079206095,0
10,IG14,HTS148,1/1,A,BX,CAT8,0.2123548467763551,-0.032063816867836124,-0.1269514423959174,-0.7630833309156542,0.5166538565586347,0.5562736184006318,-0.027474232922096255,1
20,IG55,HTS95,1/1,A,FT,CAT16,0.27277981269317386,-0.009106677181551396,-0.3257951171303997,-0.8914793820587217,-1.1249656164455881,-1.4692795853363023,-0.16893777395349455,0
20,IG55,HTS95,1/1,A,FT,CAT16,-0.45838146068584473,-0.04550908701023991,-0.3257951171303997,-0.8914793820587217,-1.1249656164455881,-1.4692795853363023,-0.16893777395349455,0
11,IG64,HTS15,1/1,A,BX,CAT14,0.07231466472260871,-0.034415420979017335,-0.28605331056739686,-0.8012056738916243,0.16737311762156604,-0.5262666923851407,-0.19251503079206095,0
0,IG64,HTS15,1/1,C,BX,CAT14,-0.10405972780020525,-0.1409230511266865,-0.28605331056739686,-0.8012056738916243,0.16737311762156604,-0.5262666923851407,-0.21609228763062732,0
0,IG7,HTS95,1/1,B,BX,CAT8,-0.281746370737642,-0.1409230511266865,1.2867887120192034,2.050345580710942,-0.4875282678854378,0.3157091048926824,-0.21609228763062732,2
15,IG54,HTS119,1/1,B,BX,CAT16,0.2829686713095216,-0.02222504271657124,-0.3266702896069424,-0.8278913139748034,-1.0332794224746076,-1.067536847778027,-0.21609228763062732,0
0,IG54,HTS119,1/1,B,BX,CAT16,-0.4686027974584223,-0.1409230511266865,-0.3266702896069424,-0.8278913139748034,-1.0332794224746076,-1.067536847778027,-0.21609228763062732,0
6,IG52,HTS119,1/1,A,PC,CAT16,-0.20039523452918673,-0.03876008866424899,-0.23129892998370014,0.12897949472204706,-0.5966784988032718,-0.8871134626470648,0.04325753759360289,0
17,IG52,HTS119,1/1,A,PC,CAT16,0.12084124564500984,-0.034415420979017335,-0.23129892998370014,0.12897949472204706,-0.5966784988032718,-0.8871134626470648,0.04325753759360289,0
17,IG52,HTS119,1/1,A,PC,CAT16,0.1667321535846797,0.027801907523086433,-0.23129892998370014,0.12897949472204706,-0.5966784988032718,-0.8871134626470648,0.04325753759360289,0
2,IG35,HTS51,1/1,A,YD,CAT12,-0.3347287927193046,-0.1409230511266865,-0.2333409990956331,0.9562343373005991,0.440248694916151,0.255567976515695,-0.14536051711492817,1
17,IG52,HTS119,1/1,A,PC,CAT16,-0.0456910611072879,-0.11455977633765947,-0.2564320882844134,-0.13787690610974393,-0.5966784988032718,-0.8871134626470648,-0.16893777395349455,0
2,IG38,HTS61,1/1,A,SQFT,CAT8,-0.1891960020692595,-0.1409230511266865,-0.3284655151998505,1.3641434071434797,-0.4875282678854378,1.1576849021705053,-0.14536051711492817,2
2,IG38,HTS61,1/1,A,SQFT,CAT8,-0.028606741053145004,-0.1409230511266865,-0.3284655151998505,1.3641434071434797,-0.4875282678854378,1.1576849021705053,-0.14536051711492817,2
9,IG36,HTS47,1/1,C,BX,CAT8,0.12948288560009827,0.06998314718552967,-0.23915304195267303,-0.7630833309156542,0.7131242722107359,0.5562736184006318,-0.21609228763062732,1
27,IG55,HTS95,1/1,A,FT,CAT16,-0.4343696578915371,-0.043906199903067065,-0.320252358112296,-0.8893445308520673,-1.0944035517885948,-1.4356005534451894,-0.027474232922096255,0
12,IG51,HTS119,1/1,C,PC,CAT16,0.07939116488547475,-0.03277035263218205,-0.3266702896069424,-0.8583891883555795,-0.8695540760978567,-1.1276779761550142,-0.21609228763062732,0
8,IG14,HTS15,1/1,B,BX,CAT8,-0.003940474338289516,-0.04601526188618923,-0.28178964978424015,-0.7707077995108482,0.7131242722107359,0.4359913616466571,-0.19251503079206095,1
15,IG46,HTS121,1/1,A,PR,CAT17,0.0756661654057207,-0.03231690430581079,-0.3098400496734291,-0.8317035482724005,-0.4875282678854378,-0.34584330725417856,-0.19251503079206095,0
16,IG46,HTS121,1/1,A,PR,CAT17,0.1455763311640503,-0.018186189018892303,-0.3098400496734291,-0.8317035482724005,-0.4875282678854378,-0.34584330725417856,-0.19251503079206095,0
16,IG46,HTS121,1/1,A,PR,CAT17,-0.040850777524828685,-0.1409230511266865,-0.3098400496734291,-0.8317035482724005,-0.4875282678854378,-0.34584330725417856,-0.19251503079206095,0
12,IG45,HTS24,1/1,A,PC,CAT17,0.021837255519714695,-0.07765119163302164,-0.3221822256246722,-0.7592710966180573,-0.9241291915567738,-0.22556105050020384,-0.19251503079206095,0
12,IG45,HTS24,1/1,A,PC,CAT17,0.018226199545863846,-0.042419311204965934,-0.3221822256246722,-0.7592710966180573,-0.9241291915567738,-0.22556105050020384,-0.19251503079206095,0
12,IG45,HTS24,1/1,A,PC,CAT17,0.0471147096349243,-0.03378270238408069,-0.3221822256246722,-0.7592710966180573,-0.9241291915567738,-0.22556105050020384,-0.19251503079206095,0
38,IG25,HTS48,2/0,C,BG,CAT7,0.0017516963304950348,-0.1409230511266865,-0.29525384173105085,-0.732585456534878,-0.4875282678854378,-0.7668312058930901,-0.21609228763062732,0
4,IG30,HTS33,1/1,B,YD,CAT12,-0.6197747637294909,-0.1409230511266865,-0.3036689616978075,0.3577135525778679,0.7131242722107359,0.5562736184006318,-0.19251503079206095,1
9,IG14,HTS15,2/0,C,BX,CAT8,0.06638513770746483,-0.02375411265433481,-0.27236471542147267,-0.7707077995108482,0.7131242722107359,0.4359913616466571,-0.21609228763062732,1
0,IG44,HTS15,1/0,A,BX,CAT10,-0.22061274141961082,-0.03748410616446008,-0.03719016275051291,-0.6639652391781319,0.221948233080483,2.119942956202303,0.019680280755036517,1
11,IG44,HTS15,1/0,A,BX,CAT10,-0.07673388633930626,-0.037758284222265966,-0.03719016275051291,-0.6639652391781319,0.221948233080483,2.119942956202303,0.019680280755036517,1
3,IG30,HTS37,1/1,A,YD,CAT12,0.13649249820464204,0.056801509791016155,-0.2704348479090965,0.41870930133942014,0.6039740412929019,0.4359913616466571,-0.19251503079206095,1
99,IG30,HTS37,1/1,A,YD,CAT12,-0.1704592208373788,-0.1409230511266865,-0.2704348479090965,0.41870930133942014,0.6039740412929019,0.4359913616466571,-0.19251503079206095,1
99,IG30,HTS37,1/1,A,YD,CAT12,0.1211449080993241,-0.005342001541678338,-0.3019859377044562,0.41870930133942014,0.6039740412929019,0.4359913616466571,-0.16893777395349455,1
99,IG30,HTS37,1/1,A,YD,CAT12,0.013711798128182996,-0.1409230511266865,-0.3019859377044562,0.41870930133942014,0.6039740412929019,0.4359913616466571,-0.16893777395349455,1
7,IG26,HTS56,1/1,B,BX,CAT7,0.1375208139452691,0.06998314718552967,-0.28403368177537525,-0.694463113558908,-0.7058287297211058,1.1576849021705053,-0.19251503079206095,1
39,IG26,HTS56,1/1,B,BX,CAT7,-0.21497879885189292,-0.049031220522053914,-0.28403368177537525,-0.694463113558908,-0.7058287297211058,1.1576849021705053,-0.19251503079206095,1
38,IG25,HTS48,1/1,C,BG,CAT7,0.31008955151595285,0.4390689942319079,-0.3120840816645642,-0.732585456534878,-0.8695540760978567,-0.7668312058930901,-0.21609228763062732,0
38,IG25,HTS48,1/1,A,BG,CAT7,0.06613110619521517,-0.02703370403808977,-0.3064740016867264,-0.732585456534878,-0.8149789606389397,-0.7668312058930901,-0.19251503079206095,0
38,IG25,HTS48,1/1,B,BG,CAT7,-0.16197639989689716,-0.1409230511266865,-0.28403368177537525,-0.7249609879396841,-0.7058287297211058,-0.5262666923851407,-0.19251503079206095,0
38,IG25,HTS48,1/1,B,BG,CAT7,0.22009517636389903,0.05826730786928606,-0.28403368177537525,-0.7249609879396841,-0.7058287297211058,-0.5262666923851407,-0.19251503079206095,0
37,IG64,HTS15,1/1,A,BX,CAT14,0.5589876461337018,0.2808893454977458,0.14547404132788525,-0.5114758672742513,1.4771758886355737,1.3982494156784548,0.20829833546356755,1
