AISLE,IG,HTS,PLANNING,ABC,UOM,CAT,COSTX,QTYVAR,PESO,LARGO,ALTO,ANCHO,CONTRPERC,Cluster Labels
14,IG45,HTS24,1/1,C,PR,CAT17,0.4464761486546985,0.12459730723847803,-0.31769416164240194,-0.7630833309156542,-0.6512536142621888,0.07514459138473294,-0.21609228763062732,0
13,IG45,HTS24,1/1,C,PR,CAT17,-0.22384606231557228,-0.09294189101065732,-0.31881617763796954,-0.7630833309156542,-0.7058287297211058,0.1352857197617203,-0.21609228763062732,0
16,IG45,HTS24,1/1,B,PC,CAT17,0.046391406144107014,-0.03383542893365875,-0.3042299696955913,-0.16075031189532601,-0.84117501605922,-1.1565457177759682,-0.19251503079206095,0
17,IG45,HTS24,1/1,B,PC,CAT17,0.003061350984549571,-0.03863354494526166,-0.2986198897177535,-0.16075031189532601,-0.84117501605922,-1.1565457177759682,-0.19251503079206095,0
17,IG45,HTS24,1/1,C,PC,CAT17,0.03772540757184626,-0.031494370132393146,-0.2986198897177535,-0.16075031189532601,-0.84117501605922,-1.1565457177759682,-0.21609228763062732,0
16,IG45,HTS24,1/1,B,PC,CAT17,0.024726378564328293,-0.03590230967711846,-0.3019859377044562,-0.16075031189532601,-0.8695540760978567,-1.1878191045320015,-0.21609228763062732,0
2,IG45,HTS24,1/1,A,PC,CAT17,0.21754514271383504,-0.005774359248218381,-0.2885217457576455,0.20522418067398734,-0.8695540760978567,-1.1878191045320015,-0.19251503079206095,0
2,IG45,HTS24,1/1,A,PC,CAT17,0.016060379992067532,-0.1409230511266865,-0.2885217457576455,0.20522418067398734,-0.8695540760978567,-1.1878191045320015,-0.19251503079206095,0
16,IG45,HTS24,1/1,A,PC,CAT17,-0.08793176900373796,-0.06183322675960544,-0.2885217457576455,0.20522418067398734,-0.8695540760978567,-1.1878191045320015,-0.19251503079206095,0
18,IG45,HTS24,1/1,A,PC,CAT17,-0.04893472351335318,-0.04787123643133673,-0.2885217457576455,0.20522418067398734,-0.8695540760978567,-1.1878191045320015,-0.19251503079206095,0
19,IG45,HTS24,1/1,A,PC,CAT17,0.022559873729741966,-0.0365244829621395,-0.2885217457576455,0.20522418067398734,-0.8695540760978567,-1.1878191045320015,-0.19251503079206095,0
19,IG45,HTS24,1/1,B,PC,CAT17,0.009560865488308552,-0.04812432386931139,-0.28897055215587253,0.20522418067398734,-0.8695540760978567,-1.1878191045320015,-0.21609228763062732,0
18,IG45,HTS24,1/1,B,PC,CAT17,-0.13992784350164073,-0.0643324652096052,-0.28897055215587253,0.20522418067398734,-0.8695540760978567,-1.1878191045320015,-0.19251503079206095,0
18,IG45,HTS24,1/1,B,PC,CAT17,-0.009937657256883845,-0.0387706339741646,-0.28897055215587253,0.20522418067398734,-0.8695540760978567,-1.1878191045320015,-0.19251503079206095,0
2,IG45,HTS24,1/1,B,PC,CAT17,0.003061350984549571,-0.1409230511266865,-0.28358487537714827,0.20522418067398734,-0.84117501605922,-1.1565457177759682,-0.19251503079206095,0
19,IG45,HTS24,1/1,B,PC,CAT17,-0.016437171760642823,-0.040173160192940836,-0.28358487537714827,0.20522418067398734,-0.84117501605922,-1.1565457177759682,-0.19251503079206095,0
19,IG45,HTS24,1/1,B,PC,CAT17,0.06805643372388573,-0.03236963085538884,-0.28358487537714827,0.20522418067398734,-0.84117501605922,-1.1565457177759682,-0.19251503079206095,0
99,IG45,HTS24,1/1,B,PC,CAT17,0.016060379992067532,-0.1409230511266865,-0.28358487537714827,0.20522418067398734,-0.84117501605922,-1.1565457177759682,-0.19251503079206095,0
17,IG45,HTS24,1/1,B,PC,CAT17,-0.04893472351335318,-0.13281370780158178,-0.28358487537714827,0.20522418067398734,-0.8695540760978567,-1.1878191045320015,-0.21609228763062732,0
18,IG45,HTS24,1/1,B,PC,CAT17,-0.1269288352602073,-0.07061746991930924,-0.28358487537714827,0.20522418067398734,-0.8695540760978567,-1.1878191045320015,-0.21609228763062732,0
18,IG45,HTS24,1/1,B,PC,CAT17,-0.0034381635192094117,-0.038854996453489485,-0.28358487537714827,0.20522418067398734,-0.84117501605922,-1.1565457177759682,-0.19251503079206095,0
18,IG45,HTS24,1/1,A,PC,CAT17,-0.10093079801125593,-0.045002912134290585,-0.27573076340817537,0.5711986732433006,-0.8149789606389397,-1.1276779761550142,-0.19251503079206095,0
18,IG45,HTS24,1/1,A,PC,CAT17,1.5369454863744272,0.9839135216417716,-0.279545617793105,0.5711986732433006,-1.0878545379335247,-1.428383618039951,-0.19251503079206095,0
22,IG45,HTS24,1/1,A,PC,CAT17,0.23704368622511196,-0.020927969596951115,-0.279545617793105,0.5711986732433006,-1.0878545379335247,-1.428383618039951,-0.19251503079206095,0
18,IG45,HTS24,1/1,B,PC,CAT17,-0.2135889455793222,-0.11316779542879885,-0.27573076340817537,0.5711986732433006,-0.8149789606389397,-1.1276779761550142,-0.19251503079206095,0
19,IG45,HTS24,1/1,B,PC,CAT17,0.011727370322894878,-0.03716774686699176,-0.27573076340817537,0.5711986732433006,-0.8149789606389397,-1.1276779761550142,-0.19251503079206095,0
18,IG45,HTS24,1/1,A,PC,CAT17,0.003061350984549571,-0.08819650154863246,-0.27326232821792673,0.5711986732433006,-0.84117501605922,-1.1565457177759682,-0.19251503079206095,0
19,IG45,HTS24,1/1,A,PC,CAT17,-0.022936686264401804,-0.0417971379199449,-0.27326232821792673,0.5711986732433006,-0.84117501605922,-1.1565457177759682,-0.19251503079206095,0
18,IG45,HTS24,1/1,A,PC,CAT17,0.5750181496953953,0.01198394264967022,-0.27326232821792673,0.5711986732433006,-0.84117501605922,-1.1565457177759682,-0.19251503079206095,0
19,IG45,HTS24,1/1,A,PC,CAT17,-0.022936686264401804,-0.040415702320999884,-0.27326232821792673,0.5711986732433006,-0.84117501605922,-1.1565457177759682,-0.19251503079206095,0
13,IG45,HTS24,1/1,A,BG,CAT17,-0.13804932272753656,-0.1409230511266865,-0.31993819363353704,-0.7668955652132512,-0.4875282678854378,0.1352857197617203,-0.16893777395349455,0
13,IG45,HTS24,1/1,A,BG,CAT17,-0.0172168759370867,-0.1409230511266865,-0.31993819363353704,-0.7668955652132512,-0.4875282678854378,0.1352857197617203,-0.16893777395349455,0
13,IG45,HTS24,1/1,A,BG,CAT17,-0.3540052221902789,-0.12899630561213066,-0.31993819363353704,-0.7668955652132512,-0.4875282678854378,0.1352857197617203,-0.16893777395349455,0
13,IG45,HTS24,1/1,A,BG,CAT17,0.0007794490181418298,-0.1409230511266865,-0.31993819363353704,-0.7668955652132512,-0.4875282678854378,0.1352857197617203,-0.16893777395349455,0
13,IG45,HTS24,1/1,A,BG,CAT17,-0.35657612575531156,-0.1409230511266865,-0.31993819363353704,-0.7668955652132512,-0.4875282678854378,0.1352857197617203,-0.16893777395349455,0
13,IG45,HTS24,1/1,A,BG,CAT17,-0.03778410445734788,-0.1268661530091773,-0.31993819363353704,-0.7668955652132512,-0.4875282678854378,0.1352857197617203,-0.16893777395349455,0
13,IG45,HTS24,1/1,A,BG,CAT17,0.01620487040833771,-0.0387706339741646,-0.31993819363353704,-0.7668955652132512,-0.4875282678854378,0.1352857197617203,-0.16893777395349455,0
14,IG45,HTS24,1/1,A,BG,CAT17,0.5972290345735468,4.625557030729399,-0.31993819363353704,-0.7668955652132512,-0.4875282678854378,0.1352857197617203,-0.16893777395349455,0
14,IG45,HTS24,1/1,A,BG,CAT17,-0.04806771871747846,-0.054082423971631495,-0.31993819363353704,-0.7668955652132512,-0.4875282678854378,0.1352857197617203,-0.16893777395349455,0
14,IG45,HTS24,1/1,A,BG,CAT17,-0.5365393545415122,-0.1409230511266865,-0.31993819363353704,-0.7668955652132512,-0.4875282678854378,0.1352857197617203,-0.16893777395349455,0
14,IG45,HTS24,1/1,A,BG,CAT17,0.13189553083480682,-0.012038273338091203,-0.31993819363353704,-0.7668955652132512,-0.4875282678854378,0.1352857197617203,-0.16893777395349455,0
14,IG45,HTS24,1/1,A,BG,CAT17,-0.14833293698766714,-0.1409230511266865,-0.31993819363353704,-0.7668955652132512,-0.4875282678854378,0.1352857197617203,-0.16893777395349455,0
14,IG45,HTS24,1/1,A,BG,CAT17,0.05476842388382742,-0.029269309740199263,-0.31993819363353704,-0.7668955652132512,-0.4875282678854378,0.1352857197617203,-0.16893777395349455,0
15,IG45,HTS24,1/1,A,BG,CAT17,-0.20232191185335271,-0.1409230511266865,-0.31993819363353704,-0.7668955652132512,-0.4875282678854378,0.1352857197617203,-0.16893777395349455,0
99,IG45,HTS24,1/1,A,BG,CAT17,-0.26145269384910363,-0.1409230511266865,-0.31993819363353704,-0.7668955652132512,-0.4875282678854378,0.1352857197617203,-0.16893777395349455,0
13,IG45,HTS24,1/1,B,BG,CAT17,-0.06092223654264169,-0.05313334607922652,-0.31881617763796954,-0.7668955652132512,-0.4875282678854378,0.1352857197617203,-0.19251503079206095,0
13,IG45,HTS24,1/1,B,BG,CAT17,0.04962661675376212,0.38634244465385387,-0.31881617763796954,-0.7668955652132512,-0.4875282678854378,0.1352857197617203,-0.19251503079206095,0
12,IG45,HTS24,1/1,A,BG,CAT17,0.026488484668468298,-0.1409230511266865,-0.31769416164240194,-0.7630833309156542,-0.4875282678854378,0.07514459138473294,-0.16893777395349455,0
15,IG45,HTS24,1/1,A,BG,CAT17,0.026488484668468298,-0.036176487734924344,-0.31769416164240194,-0.7630833309156542,-0.4875282678854378,0.07514459138473294,-0.16893777395349455,0
16,IG45,HTS24,1/1,A,BG,CAT17,0.10361559161944771,-0.013936429122901144,-0.31769416164240194,-0.7630833309156542,-0.4875282678854378,0.07514459138473294,-0.16893777395349455,0
16,IG45,HTS24,1/1,A,BG,CAT17,-0.0172168759370867,-0.13037774121107568,-0.31769416164240194,-0.7630833309156542,-0.4875282678854378,0.07514459138473294,-0.16893777395349455,0
14,IG45,HTS24,1/1,A,BG,CAT17,-0.042925911587413164,-0.04841959254694849,-0.31163527526633716,-0.7630833309156542,-0.5421033833443548,0.07514459138473294,-0.16893777395349455,0
14,IG45,HTS24,1/1,A,BG,CAT17,0.07533565240408858,-0.02492464205496761,-0.31163527526633716,-0.7630833309156542,-0.5421033833443548,0.07514459138473294,-0.16893777395349455,0
15,IG45,HTS24,1/1,A,BG,CAT17,0.057339327448860056,0.15785721471231456,-0.31163527526633716,-0.7630833309156542,-0.5421033833443548,0.07514459138473294,-0.16893777395349455,0
15,IG45,HTS24,1/1,B,BG,CAT17,0.04962661675376212,0.1051306651342605,-0.31163527526633716,-0.7668955652132512,-0.4875282678854378,0.1352857197617203,-0.19251503079206095,0
15,IG45,HTS24,1/1,B,BG,CAT17,0.03677209892859888,-0.03378270238408069,-0.31163527526633716,-0.7668955652132512,-0.4875282678854378,0.1352857197617203,-0.19251503079206095,0
17,IG45,HTS24,1/1,B,BG,CAT17,-0.06349314010767435,-0.04787123643133673,-0.31163527526633716,-0.7668955652132512,-0.4875282678854378,0.1352857197617203,-0.19251503079206095,0
13,IG45,HTS24,1/1,A,BG,CAT17,0.05476842388382742,0.08169898650177326,-0.31545012965126684,-0.7668955652132512,-0.5421033833443548,0.19542684813870764,-0.19251503079206095,0
14,IG45,HTS24,1/1,A,BG,CAT17,0.003350352583174478,-0.041670594200957575,-0.31545012965126684,-0.7668955652132512,-0.5421033833443548,0.19542684813870764,-0.19251503079206095,0
17,IG45,HTS24,1/1,A,BG,CAT17,0.003350352583174478,-0.04096405843661165,-0.31545012965126684,-0.7668955652132512,-0.5421033833443548,0.19542684813870764,-0.19251503079206095,0
13,IG45,HTS24,1/1,C,PC,CAT17,0.034547947443313215,-0.031410007653068256,-0.3244262576158073,-0.8164546110820124,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
15,IG45,HTS24,1/1,C,PC,CAT17,-0.03954766418740609,-0.04287275953133721,-0.3228554352220127,-0.81950439852009,-0.6621686373539721,-0.9111699139978597,-0.21609228763062732,0
14,IG45,HTS24,1/1,C,PC,CAT17,0.06199078502454367,-0.003022033360243961,-0.3244262576158073,-0.8164546110820124,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
14,IG45,HTS24,1/0,C,PC,CAT17,0.01391156786151429,-0.045234908952434025,-0.3244262576158073,-0.8164546110820124,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
15,IG45,HTS24,1/1,C,PC,CAT17,0.009849410233073449,-0.04194477225876345,-0.3244262576158073,-0.8164546110820124,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
14,IG45,HTS24,1/1,C,PC,CAT17,0.015337969442885721,-0.03868627149483971,-0.3228554352220127,-0.8164546110820124,-0.7058287297211058,-1.0073957194010394,-0.21609228763062732,0
13,IG45,HTS24,1/1,C,PC,CAT17,0.10864357984011708,-0.007408882285138058,-0.3228554352220127,-0.7440221594276691,-0.050927344214101916,-1.1276779761550142,-0.21609228763062732,0
15,IG45,HTS24,1/1,A,PR,CAT17,1.1743611361088304,9.297129323344988,-0.3150013232530398,-0.7630833309156542,-0.5966784988032718,0.07514459138473294,-0.19251503079206095,0
15,IG45,HTS24,1/1,B,PR,CAT17,0.19406048697572423,0.0032207901097976357,-0.3150013232530398,-0.7630833309156542,-0.8149789606389397,0.1352857197617203,-0.19251503079206095,0
15,IG45,HTS24,1/1,B,PR,CAT17,-0.04211755021429599,-0.1409230511266865,-0.3150013232530398,-0.7630833309156542,-0.8149789606389397,0.1352857197617203,-0.19251503079206095,0
16,IG45,HTS24,1/1,B,PR,CAT17,-0.13270639606864448,-0.1409230511266865,-0.3150013232530398,-0.7630833309156542,-0.8149789606389397,0.1352857197617203,-0.19251503079206095,0
13,IG45,HTS24,1/1,B,PR,CAT17,-0.05505882874069188,-0.05239517438513377,-0.31545012965126684,-0.7668955652132512,-0.5966784988032718,0.07514459138473294,-0.19251503079206095,0
15,IG45,HTS24,1/1,B,PR,CAT17,-0.17800081899581877,-0.1409230511266865,-0.3120840816645642,-0.7630833309156542,-0.5966784988032718,0.07514459138473294,-0.19251503079206095,0
15,IG45,HTS24,1/1,B,PR,CAT17,0.2005311158558799,0.17153448167286175,-0.3120840816645642,-0.7630833309156542,-0.5966784988032718,0.07514459138473294,-0.19251503079206095,0
17,IG45,HTS24,1/1,B,PR,CAT17,0.10347164112137572,-0.020685427468892063,-0.3120840816645642,-0.7630833309156542,-0.5966784988032718,0.07514459138473294,-0.19251503079206095,0
13,IG45,HTS24,1/1,C,PR,CAT17,-0.04431248381862561,-0.04856722688576704,-0.31612333924860736,-0.7707077995108482,-0.5966784988032718,0.19542684813870764,-0.21609228763062732,0
13,IG45,HTS24,1/1,C,PR,CAT17,0.07308251146477689,-0.007957238400749819,-0.31612333924860736,-0.7707077995108482,-0.5966784988032718,0.19542684813870764,-0.21609228763062732,0
13,IG45,HTS24,1/1,C,PR,CAT17,-0.08466700825577408,-0.06062051611931019,-0.31612333924860736,-0.7707077995108482,-0.5966784988032718,0.1352857197617203,-0.21609228763062732,0
13,IG45,HTS24,1/1,C,PR,CAT17,0.142785784722776,0.0442631363013549,-0.31612333924860736,-0.7707077995108482,-0.5966784988032718,0.1352857197617203,-0.21609228763062732,0
14,IG45,HTS24,1/1,C,PR,CAT17,0.03639658582175588,-0.03420451478070512,-0.3145525168548128,-0.7630833309156542,-0.5966784988032718,0.19542684813870764,-0.21609228763062732,0
14,IG45,HTS24,1/1,C,PR,CAT17,0.02539078943937348,-0.1409230511266865,-0.3145525168548128,-0.7630833309156542,-0.5966784988032718,0.19542684813870764,-0.21609228763062732,0
16,IG45,HTS24,1/1,C,PR,CAT17,0.02172219064524602,-0.1409230511266865,-0.3145525168548128,-0.7630833309156542,-0.5966784988032718,0.19542684813870764,-0.21609228763062732,0
13,IG45,HTS119,1/1,C,PC,CAT17,-0.02284114150940625,-0.0483352300676236,-0.328241112000737,-0.8278913139748034,-1.0878545379335247,-0.5262666923851407,-0.21609228763062732,0
12,IG45,HTS24,1/1,B,PR,CAT17,0.023874159220650233,-0.035976126846527734,-0.3120840816645642,-0.7211487536420871,-0.7058287297211058,-0.1654199221232165,-0.21609228763062732,0
12,IG45,HTS24,1/1,B,PR,CAT17,0.04461509603813763,-0.03355070556593725,-0.3087180336778615,-0.7211487536420871,-0.7058287297211058,-0.1654199221232165,-0.21609228763062732,0
12,IG45,HTS24,1/1,C,PR,CAT17,0.11202315626953509,-0.02543081693091693,-0.3109620656689966,-0.71733651934449,-0.7058287297211058,0.4359913616466571,-0.21609228763062732,0
12,IG45,HTS24,1/1,C,PR,CAT17,-0.0383486719978965,-0.04709088349758153,-0.3064740016867264,-0.7249609879396841,-0.9241291915567738,0.4359913616466571,-0.21609228763062732,0
12,IG45,HTS24,1/1,C,PR,CAT17,0.0031332016370782903,-0.03878117928408021,-0.3172229149242636,-0.71733651934449,-0.7058287297211058,0.4359913616466571,-0.21609228763062732,0
12,IG45,HTS24,1/1,C,PR,CAT17,-0.06180278082564032,-0.1409230511266865,-0.31545012965126684,-0.7707077995108482,-0.5966784988032718,0.07514459138473294,-0.21609228763062732,0
13,IG45,HTS24,1/1,C,PR,CAT17,-0.007958524803154926,-0.05014902337310866,-0.31545012965126684,-0.7707077995108482,-0.5966784988032718,0.07514459138473294,-0.21609228763062732,0
12,IG45,HTS24,1/1,B,PR,CAT17,-0.014689061997486734,-0.046795614819944424,-0.31545012965126684,-0.7668955652132512,-0.4875282678854378,0.07514459138473294,-0.21609228763062732,0
13,IG45,HTS24,1/1,C,PR,CAT17,0.07617310706165453,0.019207479941863625,-0.3145525168548128,-0.7630833309156542,-0.5966784988032718,0.19542684813870764,-0.21609228763062732,0
14,IG45,HTS24,1/1,C,PR,CAT17,0.005502528819424153,-0.1409230511266865,-0.3145525168548128,-0.7630833309156542,-0.5966784988032718,0.19542684813870764,-0.21609228763062732,0
13,IG53,HTS119,1/1,B,BX,CAT16,0.5743981782412783,-0.012670991933027849,-0.279545617793105,-0.7897689709988334,-0.4875282678854378,-0.2857021788771912,-0.19251503079206095,0
13,IG53,HTS119,1/0,B,BX,CAT16,-1.9708338339236475,-0.05618094064483804,-0.23915304195267303,-0.7630833309156542,-0.37837803696760386,-0.46612556400815325,-0.19251503079206095,0
13,IG53,HTS119,1/0,C,BX,CAT16,-0.1391492814598469,-0.03937171663935442,-0.2571052978817539,-0.7630833309156542,-0.37837803696760386,-0.46612556400815325,-0.21609228763062732,0
12,IG53,HTS119,1/1,A,BX,CAT16,0.14729275188218943,-0.031736912260452194,-0.2750575538108348,-0.7707077995108482,-0.4329531524265208,-0.04513766536924177,-0.16893777395349455,0
12,IG53,HTS50,1/1,B,BX,CAT16,-0.5527055644657131,-0.0947873202458892,-0.059630482661864034,-0.7897689709988334,-0.050927344214101916,0.1352857197617203,-0.19251503079206095,0
12,IG53,HTS119,1/1,C,PC,CAT16,0.07586830247269023,-0.02932203628977732,-0.3284430748799391,-0.8736381255459676,-1.0332794224746076,-1.1878191045320015,-0.21609228763062732,0
12,IG53,HTS119,1/0,C,PC,CAT16,-0.015133622335444774,-0.04007825240370034,-0.3271190960051694,-0.8317035482724005,-1.1140505933538047,-1.3081013612859762,-0.21609228763062732,0
13,IG48,HTS15,2/0,B,PC,CAT17,1.6192800420487214,0.12270969676358372,-0.328689918398964,-0.8488586026115871,-0.7058287297211058,-1.285728861529737,-0.21609228763062732,0
13,IG46,HTS15,1/1,B,PC,CAT17,-0.20581431042010848,-0.07187236179926693,-0.3284655151998505,-0.7859567367012363,-0.568299438764635,-0.5262666923851407,-0.19251503079206095,0
13,IG46,HTS15,1/1,B,PC,CAT17,-0.1246151196522753,-0.06118996285475318,-0.3284655151998505,-0.7859567367012363,-0.568299438764635,-0.5262666923851407,-0.19251503079206095,0
17,IG46,HTS119,1/1,B,PC,CAT17,-2.0041228226905705,-0.08883976545348472,-0.28178964978424015,0.113730557531659,-0.4329531524265208,-0.7668312058930901,-0.19251503079206095,0
16,IG46,HTS119,1/1,A,PC,CAT17,0.2250287619642229,-0.0143793321393568,-0.28178964978424015,0.113730557531659,-0.4329531524265208,-0.7668312058930901,-0.16893777395349455,0
17,IG46,HTS119,1/1,A,BX,CAT17,1.1552500877351795,0.007934543642075666,-0.3099746915928972,-0.8126423767844154,-0.4875282678854378,-0.7668312058930901,-0.19251503079206095,0
17,IG46,HTS119,1/1,A,BX,CAT17,-0.921946088576883,-0.08598198646635419,-0.3099746915928972,-0.8126423767844154,-0.4875282678854378,-0.7668312058930901,-0.19251503079206095,0
3,IG46,HTS119,1/1,A,PC,CAT17,0.05355555994984119,-0.03245399333471373,-0.28178964978424015,0.113730557531659,-0.4329531524265208,-0.7668312058930901,-0.14536051711492817,0
18,IG46,HTS119,1/1,A,PC,CAT17,-0.01993295519917954,-0.1409230511266865,-0.28178964978424015,0.113730557531659,-0.4329531524265208,-0.7668312058930901,-0.14536051711492817,0
15,IG46,HTS119,1/1,B,PC,CAT17,0.05355555994984119,-0.03428887726003001,-0.28178964978424015,0.113730557531659,-0.4329531524265208,-0.7668312058930901,-0.19251503079206095,0
15,IG46,HTS119,1/1,B,PC,CAT17,3.6055003757548376,3.0437605433877777,-0.28178964978424015,0.113730557531659,-0.4329531524265208,-0.7668312058930901,-0.19251503079206095,0
17,IG46,HTS119,1/1,B,PC,CAT17,-2.6165270948329917,-0.08476927582605893,-0.28178964978424015,0.113730557531659,-0.4329531524265208,-0.7668312058930901,-0.19251503079206095,0
13,IG46,HTS121,1/1,B,PR,CAT17,0.05571010351972909,-0.0178909203412552,-0.2784236017975375,-0.7402099251300721,-0.34999897692896703,-0.6465489491391153,-0.19251503079206095,0
13,IG46,HTS121,1/1,B,PR,CAT17,-0.1441702715100243,-0.04839850192711727,-0.2784236017975375,-0.7402099251300721,-0.34999897692896703,-0.6465489491391153,-0.19251503079206095,0
14,IG46,HTS121,1/1,B,PR,CAT17,-0.2107970701086369,-0.07765119163302164,-0.2784236017975375,-0.7402099251300721,-0.34999897692896703,-0.6465489491391153,-0.21609228763062732,0
